info,symbol,fundingRate,timestamp,datetime
"{'formulaType': 'withRate', 'fundingRate': '-0.0000261434679822', 'fundingTime': '1754496000000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '-0.0000261434679822'}",SOL/USDT:USDT,-2.61434679822e-05,2025-08-06 16:00:00,2025-08-06T16:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754524800000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",SOL/USDT:USDT,0.0001,2025-08-07 00:00:00,2025-08-07T00:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0000455671831749', 'fundingTime': '1754553600000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0000455671831749'}",SOL/USDT:USDT,4.55671831749e-05,2025-08-07 08:00:00,2025-08-07T08:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0000953321959646', 'fundingTime': '1754582400000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0000953321959646'}",SOL/USDT:USDT,9.53321959646e-05,2025-08-07 16:00:00,2025-08-07T16:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0000038645946405', 'fundingTime': '1754611200000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0000038645946405'}",SOL/USDT:USDT,3.8645946405e-06,2025-08-08 00:00:00,2025-08-08T00:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '-0.0000260577340725', 'fundingTime': '1754640000000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '-0.0000260577340725'}",SOL/USDT:USDT,-2.60577340725e-05,2025-08-08 08:00:00,2025-08-08T08:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0000658234515592', 'fundingTime': '1754668800000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0000658234515592'}",SOL/USDT:USDT,6.58234515592e-05,2025-08-08 16:00:00,2025-08-08T16:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754697600000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",SOL/USDT:USDT,0.0001,2025-08-09 00:00:00,2025-08-09T00:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754726400000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",SOL/USDT:USDT,0.0001,2025-08-09 08:00:00,2025-08-09T08:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754755200000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",SOL/USDT:USDT,0.0001,2025-08-09 16:00:00,2025-08-09T16:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754784000000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",SOL/USDT:USDT,0.0001,2025-08-10 00:00:00,2025-08-10T00:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754812800000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",SOL/USDT:USDT,0.0001,2025-08-10 08:00:00,2025-08-10T08:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754841600000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",SOL/USDT:USDT,0.0001,2025-08-10 16:00:00,2025-08-10T16:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754870400000', 'instId': 'SOL-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",SOL/USDT:USDT,0.0001,2025-08-11 00:00:00,2025-08-11T00:00:00.000Z
