timestamp,open,high,low,close,volume
2022-12-31 00:00:00,1199.75,1200.16,1193.67,1194.24,103269.5
2022-12-31 04:00:00,1194.24,1197.48,1191.88,1197.01,98053.6
2022-12-31 08:00:00,1197.02,1200.39,1195.39,1197.05,133985.9
2022-12-31 12:00:00,1197.05,1209.0,1195.46,1202.93,344255.1
2022-12-31 16:00:00,1202.93,1206.5,1198.83,1203.15,136727.8
2022-12-31 20:00:00,1203.16,1204.31,1192.23,1196.44,144250.9
2023-01-01 00:00:00,1196.59,1197.29,1191.67,1194.4,167002.4
2023-01-01 04:00:00,1194.4,1195.74,1191.0,1194.86,120157.3
2023-01-01 08:00:00,1194.87,1197.42,1193.5,1196.15,87967.0
2023-01-01 12:00:00,1196.14,1198.25,1193.2,1196.34,101156.8
2023-01-01 16:00:00,1196.34,1204.78,1195.64,1201.77,196513.1
2023-01-01 20:00:00,1201.77,1204.73,1199.0,1200.45,65547.0
2023-01-02 00:00:00,1200.27,1203.67,1193.0,1201.68,222533.7
2023-01-02 04:00:00,1201.68,1221.75,1199.67,1212.96,481986.0
2023-01-02 08:00:00,1212.94,1225.42,1212.5,1217.38,353868.3
2023-01-02 12:00:00,1217.38,1221.0,1214.01,1218.76,210661.7
2023-01-02 16:00:00,1218.76,1219.25,1215.38,1218.96,83720.4
2023-01-02 20:00:00,1218.96,1223.98,1210.75,1213.87,146886.3
2023-01-03 00:00:00,1213.87,1216.69,1211.22,1215.62,146862.3
2023-01-03 04:00:00,1215.62,1219.9,1213.38,1216.55,150778.9
2023-01-03 08:00:00,1216.53,1218.67,1214.01,1215.11,133873.7
2023-01-03 12:00:00,1215.11,1219.16,1205.0,1211.86,464334.5
2023-01-03 16:00:00,1211.87,1212.81,1205.17,1209.7,237149.8
2023-01-03 20:00:00,1209.7,1217.0,1209.69,1214.6,127401.8
2023-01-04 00:00:00,1214.61,1260.0,1212.75,1250.41,1066063.1
2023-01-04 04:00:00,1250.41,1254.43,1247.04,1251.51,417778.5
2023-01-04 08:00:00,1251.51,1264.12,1247.9,1251.29,341499.3
2023-01-04 12:00:00,1251.3,1258.0,1241.55,1255.75,481958.0
2023-01-04 16:00:00,1255.74,1274.0,1251.0,1254.4,634134.9
2023-01-04 20:00:00,1254.43,1258.0,1245.19,1257.0,167911.2
2023-01-05 00:00:00,1257.0,1260.0,1251.92,1252.99,167805.5
2023-01-05 04:00:00,1253.0,1254.76,1247.58,1251.09,164735.5
2023-01-05 08:00:00,1251.15,1255.6,1245.43,1255.44,237184.0
2023-01-05 12:00:00,1255.44,1255.66,1243.06,1249.33,400133.4
2023-01-05 16:00:00,1249.32,1254.84,1247.0,1253.47,127702.5
2023-01-05 20:00:00,1253.48,1254.35,1248.03,1251.28,100295.9
2023-01-06 00:00:00,1251.31,1258.64,1248.05,1250.87,213019.0
2023-01-06 04:00:00,1250.88,1252.15,1246.0,1248.22,160998.4
2023-01-06 08:00:00,1248.23,1250.3,1235.5,1243.8,270447.4
2023-01-06 12:00:00,1243.79,1265.85,1233.56,1262.47,793653.8
