info,symbol,fundingRate,timestamp,datetime
"{'formulaType': 'withRate', 'fundingRate': '0.0000864430613779', 'fundingTime': '1754496000000', 'instId': 'BTC-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0000864430613779'}",BTC/USDT:USDT,8.64430613779e-05,2025-08-06 16:00:00,2025-08-06T16:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0000167465628521', 'fundingTime': '1754524800000', 'instId': 'BTC-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0000167465628521'}",BTC/USDT:USDT,1.67465628521e-05,2025-08-07 00:00:00,2025-08-07T00:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754553600000', 'instId': 'BTC-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",BTC/USDT:USDT,0.0001,2025-08-07 08:00:00,2025-08-07T08:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754582400000', 'instId': 'BTC-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",BTC/USDT:USDT,0.0001,2025-08-07 16:00:00,2025-08-07T16:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754611200000', 'instId': 'BTC-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",BTC/USDT:USDT,0.0001,2025-08-08 00:00:00,2025-08-08T00:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0000866155092737', 'fundingTime': '1754640000000', 'instId': 'BTC-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0000866155092737'}",BTC/USDT:USDT,8.66155092737e-05,2025-08-08 08:00:00,2025-08-08T08:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754668800000', 'instId': 'BTC-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",BTC/USDT:USDT,0.0001,2025-08-08 16:00:00,2025-08-08T16:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0000762015356961', 'fundingTime': '1754697600000', 'instId': 'BTC-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0000762015356961'}",BTC/USDT:USDT,7.62015356961e-05,2025-08-09 00:00:00,2025-08-09T00:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754726400000', 'instId': 'BTC-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",BTC/USDT:USDT,0.0001,2025-08-09 08:00:00,2025-08-09T08:00:00.000Z
"{'formulaType': 'withRate', 'fundingRate': '0.0001', 'fundingTime': '1754755200000', 'instId': 'BTC-USDT-SWAP', 'instType': 'SWAP', 'method': 'current_period', 'realizedRate': '0.0001'}",BTC/USDT:USDT,0.0001,2025-08-09 16:00:00,2025-08-09T16:00:00.000Z
