timestamp,open,high,low,close,volume
2025-08-06 15:00:00,167.78,169.44,167.12,168.97,823890.82
2025-08-06 16:00:00,168.98,169.4,167.24,167.68,463153.9
2025-08-06 17:00:00,167.67,169.05,167.09,169.05,198168.18
2025-08-06 18:00:00,169.05,169.85,168.32,168.46,248009.85
2025-08-06 19:00:00,168.46,169.09,167.9,168.74,182535.92
2025-08-06 20:00:00,168.75,168.8,167.69,167.93,116149.21
2025-08-06 21:00:00,167.93,168.53,167.24,167.98,99235.39
2025-08-06 22:00:00,167.98,168.45,167.75,168.33,69296.48
2025-08-06 23:00:00,168.33,168.38,167.83,168.01,83500.73
2025-08-07 00:00:00,168.02,168.36,167.43,167.82,130525.6
2025-08-07 01:00:00,167.82,168.92,167.61,167.79,183205.29
2025-08-07 02:00:00,167.8,167.96,166.69,167.0,188700.16
2025-08-07 03:00:00,167.0,167.38,166.63,166.81,118149.97
2025-08-07 04:00:00,166.82,167.53,166.69,167.07,113135.05
2025-08-07 05:00:00,167.07,168.67,166.83,168.65,132460.19
2025-08-07 06:00:00,168.64,169.63,168.48,169.1,300942.01
2025-08-07 07:00:00,169.1,170.29,169.06,169.89,373344.98
2025-08-07 08:00:00,169.89,170.46,169.14,169.28,277048.63
2025-08-07 09:00:00,169.29,169.67,168.97,169.56,151686.6
2025-08-07 10:00:00,169.56,173.25,169.31,173.05,954191.23
2025-08-07 11:00:00,173.04,173.45,172.46,172.77,455393.06
2025-08-07 12:00:00,172.76,173.13,171.4,172.36,508430.29
2025-08-07 13:00:00,172.37,172.58,171.14,171.63,405121.61
2025-08-07 14:00:00,171.64,171.72,169.85,170.2,484793.73
2025-08-07 15:00:00,170.2,170.73,169.61,170.39,271896.81
2025-08-07 16:00:00,170.38,170.52,166.87,168.11,585084.09
2025-08-07 17:00:00,168.11,169.45,167.86,169.32,296977.89
2025-08-07 18:00:00,169.31,169.86,168.65,169.71,137479.98
2025-08-07 19:00:00,169.71,171.81,169.68,171.65,311734.43
2025-08-07 20:00:00,171.65,173.09,171.44,172.86,324724.21
2025-08-07 21:00:00,172.86,174.08,172.43,173.45,463833.08
2025-08-07 22:00:00,173.45,175.07,173.44,175.0,296852.49
2025-08-07 23:00:00,175.0,175.42,174.29,175.29,367282.32
2025-08-08 00:00:00,175.29,175.5,173.53,174.21,617914.56
2025-08-08 01:00:00,174.2,174.76,173.3,174.44,464660.22
2025-08-08 02:00:00,174.43,175.18,173.74,174.71,237085.38
2025-08-08 03:00:00,174.71,175.84,174.38,174.62,363873.0
2025-08-08 04:00:00,174.62,175.08,173.78,174.26,219848.97
2025-08-08 05:00:00,174.27,174.69,173.92,174.1,194362.38
2025-08-08 06:00:00,174.1,175.03,173.75,174.97,134221.57
2025-08-08 07:00:00,174.97,177.77,174.21,177.05,487980.73
2025-08-08 08:00:00,177.04,177.72,174.8,175.3,410353.0
2025-08-08 09:00:00,175.3,176.12,174.92,175.95,227812.09
2025-08-08 10:00:00,175.96,176.98,175.62,176.57,175874.13
2025-08-08 11:00:00,176.57,177.87,176.47,177.56,269488.98
2025-08-08 12:00:00,177.57,177.58,176.04,176.36,240336.29
2025-08-08 13:00:00,176.36,178.69,175.37,178.52,564261.28
2025-08-08 14:00:00,178.53,179.05,175.34,176.39,720117.13
2025-08-08 15:00:00,176.4,176.58,174.13,175.13,527499.02
2025-08-08 16:00:00,175.14,176.26,175.11,175.83,359292.34
2025-08-08 17:00:00,175.81,179.31,175.46,179.31,478412.99
2025-08-08 18:00:00,179.31,179.61,177.14,177.52,628536.26
2025-08-08 19:00:00,177.52,178.44,177.31,178.41,311065.18
2025-08-08 20:00:00,178.42,178.69,177.15,178.18,151219.26
2025-08-08 21:00:00,178.17,178.53,177.33,177.5,148365.27
2025-08-08 22:00:00,177.51,177.99,176.96,177.54,124409.05
2025-08-08 23:00:00,177.54,177.84,176.55,176.71,133169.3
2025-08-09 00:00:00,176.71,177.19,176.54,176.88,135975.38
2025-08-09 01:00:00,176.87,178.95,176.6,178.59,236303.9
2025-08-09 02:00:00,178.6,178.61,177.43,177.5,127702.82
2025-08-09 03:00:00,177.5,177.7,176.95,177.21,166574.53
2025-08-09 04:00:00,177.21,178.77,176.86,178.59,285444.03
2025-08-09 05:00:00,178.59,182.09,178.17,180.79,966063.11
2025-08-09 06:00:00,180.79,180.87,179.24,179.53,480762.66
2025-08-09 07:00:00,179.53,180.69,179.39,180.55,292298.11
2025-08-09 08:00:00,180.54,181.63,180.32,181.33,244821.25
2025-08-09 09:00:00,181.33,182.67,181.02,182.19,272884.12
2025-08-09 10:00:00,182.19,183.29,181.72,181.82,543684.37
2025-08-09 11:00:00,181.83,181.97,180.62,180.74,243706.24
2025-08-09 12:00:00,180.75,182.09,180.29,182.09,323675.47
2025-08-09 13:00:00,182.09,182.4,179.73,179.75,350003.84
2025-08-09 14:00:00,179.75,181.13,178.69,181.05,490393.15
2025-08-09 15:00:00,181.05,181.59,179.66,180.01,322222.39
2025-08-09 16:00:00,180.01,180.76,179.32,179.58,222565.0
2025-08-09 17:00:00,179.57,181.96,179.53,181.54,259885.63
2025-08-09 18:00:00,181.53,182.25,181.17,181.83,203914.9
2025-08-09 19:00:00,181.83,182.66,181.38,182.09,168045.32
2025-08-09 20:00:00,182.1,183.46,181.41,183.02,270780.75
2025-08-09 21:00:00,183.02,183.31,180.62,181.22,271488.37
2025-08-09 22:00:00,181.22,182.43,179.81,180.09,277923.13
2025-08-09 23:00:00,180.09,180.41,179.65,179.9,189726.68
2025-08-10 00:00:00,179.9,182.78,179.74,182.39,281393.73
2025-08-10 01:00:00,182.39,184.6,181.6,184.42,625334.03
2025-08-10 02:00:00,184.43,185.05,182.89,183.24,616338.29
2025-08-10 03:00:00,183.23,185.99,183.21,184.93,766578.45
2025-08-10 04:00:00,184.92,186.16,184.32,184.98,394761.11
2025-08-10 05:00:00,184.97,185.12,181.6,181.95,663474.58
2025-08-10 06:00:00,181.95,182.34,180.3,181.02,424189.58
2025-08-10 07:00:00,181.02,181.47,177.63,178.85,751558.61
2025-08-10 08:00:00,178.86,180.78,177.42,180.35,715292.91
2025-08-10 09:00:00,180.36,181.02,180.02,180.41,245054.48
2025-08-10 10:00:00,180.42,180.56,178.75,179.45,343207.17
2025-08-10 11:00:00,179.45,180.71,178.64,179.92,387896.27
2025-08-10 12:00:00,179.91,180.29,179.12,179.5,186554.54
2025-08-10 13:00:00,179.51,180.27,178.8,178.8,205083.0
2025-08-10 14:00:00,178.8,182.38,178.45,181.46,605703.72
2025-08-10 15:00:00,181.46,182.37,181.06,181.5,322460.26
2025-08-10 16:00:00,181.5,182.23,181.15,182.21,248107.19
2025-08-10 17:00:00,182.21,182.45,181.31,181.66,132201.58
2025-08-10 18:00:00,181.66,182.93,181.62,182.7,202471.54
2025-08-10 19:00:00,182.69,183.33,182.31,182.78,144447.63
2025-08-10 20:00:00,182.79,183.39,181.24,182.71,470958.18
2025-08-10 21:00:00,182.71,183.93,181.36,183.49,323968.56
2025-08-10 22:00:00,183.49,183.67,182.59,183.1,138233.34
2025-08-10 23:00:00,183.11,183.57,182.03,182.64,254984.85
2025-08-11 00:00:00,182.64,183.16,181.42,181.45,358114.56
2025-08-11 01:00:00,181.46,183.85,181.17,183.66,349555.26
2025-08-11 02:00:00,183.65,185.78,183.56,185.22,692969.91
2025-08-11 03:00:00,185.22,185.57,183.83,185.11,420095.9
2025-08-11 04:00:00,185.11,186.42,185.1,185.81,368575.94
2025-08-11 05:00:00,185.81,186.79,184.86,185.27,369766.11
2025-08-11 06:00:00,185.27,185.55,184.36,184.75,240773.35
2025-08-11 07:00:00,184.75,184.88,182.72,182.93,487564.76
2025-08-11 08:00:00,182.93,184.61,182.08,184.2,531190.96
2025-08-11 09:00:00,184.2,184.27,182.71,183.08,268860.65
2025-08-11 10:00:00,183.08,183.14,181.54,181.84,334158.46
2025-08-11 11:00:00,181.83,182.09,178.22,178.94,1120444.59
2025-08-11 12:00:00,178.95,179.51,177.73,178.7,537130.26
2025-08-11 13:00:00,178.71,179.97,177.12,179.48,885541.52
2025-08-11 14:00:00,179.48,180.4,178.27,178.65,639539.71
2025-08-11 15:00:00,178.66,180.09,177.52,180.08,464581.37
2025-08-11 16:00:00,180.08,181.69,178.21,178.91,803134.69
2025-08-11 17:00:00,178.9,179.45,177.95,178.11,291576.86
2025-08-11 18:00:00,178.11,178.27,176.57,178.15,514554.6
2025-08-11 19:00:00,178.15,178.22,175.41,176.53,482837.79
2025-08-11 20:00:00,176.52,176.79,175.62,176.06,297222.91
2025-08-11 21:00:00,176.06,176.41,173.78,174.94,476922.29
2025-08-11 22:00:00,174.94,175.05,173.33,174.6,437167.07
2025-08-11 23:00:00,174.6,175.05,174.4,174.75,226435.64
2025-08-12 00:00:00,174.75,175.86,174.55,175.6,326582.95
2025-08-12 01:00:00,175.6,176.36,174.87,176.03,258667.62
2025-08-12 02:00:00,176.03,176.71,175.44,176.09,222117.75
2025-08-12 03:00:00,176.09,176.18,175.33,175.44,174487.74
2025-08-12 04:00:00,175.44,176.55,175.2,176.2,195480.26
2025-08-12 05:00:00,176.2,176.2,173.89,174.75,437147.25
2025-08-12 06:00:00,174.76,175.27,173.5,174.53,274916.25
2025-08-12 07:00:00,174.52,176.0,174.52,175.79,186134.93
2025-08-12 08:00:00,175.79,176.41,175.13,175.64,189518.59
2025-08-12 09:00:00,175.65,175.65,174.28,174.45,428507.37
2025-08-12 10:00:00,174.46,175.02,173.7,174.68,602648.96
2025-08-12 11:00:00,174.68,175.28,173.58,175.14,348669.54
2025-08-12 12:00:00,175.13,178.59,174.65,177.85,1360317.49
2025-08-12 13:00:00,177.85,178.44,175.8,176.42,910923.14
2025-08-12 14:00:00,176.43,179.64,176.07,179.5,661189.7
2025-08-12 15:00:00,179.5,182.0,179.17,181.63,1006805.59
2025-08-12 16:00:00,181.64,185.37,180.61,184.81,1431903.44
2025-08-12 17:00:00,184.81,186.63,184.52,185.83,1149957.17
2025-08-12 18:00:00,185.84,189.21,185.84,188.1,974904.57
2025-08-12 19:00:00,188.1,191.16,188.06,190.61,694073.62
2025-08-12 20:00:00,190.62,191.68,189.56,191.52,555685.53
2025-08-12 21:00:00,191.52,193.8,190.47,192.49,686070.79
2025-08-12 22:00:00,192.49,193.33,191.01,191.69,500697.16
2025-08-12 23:00:00,191.69,192.98,191.24,191.8,351072.89
2025-08-13 00:00:00,191.79,194.8,191.49,193.94,597648.56
2025-08-13 01:00:00,193.94,195.05,191.93,194.24,1012126.45
2025-08-13 02:00:00,194.24,198.68,193.35,198.56,1004994.28
2025-08-13 03:00:00,198.57,199.59,196.8,197.76,999149.13
2025-08-13 04:00:00,197.76,200.17,197.26,198.77,671282.19
2025-08-13 05:00:00,198.76,198.82,195.99,196.57,612608.37
2025-08-13 06:00:00,196.57,196.8,195.23,195.83,542543.67
2025-08-13 07:00:00,195.84,198.8,195.81,198.77,555405.07
2025-08-13 08:00:00,198.76,199.0,197.64,198.99,419145.35
2025-08-13 09:00:00,198.98,202.84,198.94,202.25,1080350.54
2025-08-13 10:00:00,202.25,202.26,200.9,201.6,437692.69
2025-08-13 11:00:00,201.6,202.04,200.16,201.06,370215.83
2025-08-13 12:00:00,201.06,202.63,200.64,201.22,551200.04
2025-08-13 13:00:00,201.23,205.07,200.61,202.55,1642616.56
2025-08-13 14:00:00,202.55,202.92,196.08,196.26,1902339.59
2025-08-13 15:00:00,196.26,198.74,194.54,197.51,1265198.1
2025-08-13 16:00:00,197.51,200.03,197.1,198.04,787640.88
2025-08-13 17:00:00,198.04,200.16,197.99,199.08,394422.29
2025-08-13 18:00:00,199.08,200.76,197.8,199.45,540212.96
2025-08-13 19:00:00,199.44,202.24,198.9,202.12,501596.61
2025-08-13 20:00:00,202.13,202.26,199.87,200.37,251805.64
2025-08-13 21:00:00,200.37,201.58,200.15,201.03,225842.58
2025-08-13 22:00:00,201.04,202.89,200.18,200.58,403352.1
2025-08-13 23:00:00,200.57,203.38,200.46,201.55,386356.11
2025-08-14 00:00:00,201.55,203.99,200.71,201.51,859765.61
2025-08-14 01:00:00,201.51,204.77,200.6,202.7,662215.47
2025-08-14 02:00:00,202.69,208.25,201.84,207.23,1115960.67
2025-08-14 03:00:00,207.24,209.35,206.15,208.1,849268.4
2025-08-14 04:00:00,208.09,210.06,207.45,208.33,717093.76
2025-08-14 05:00:00,208.33,209.93,206.48,206.72,857182.76
2025-08-14 06:00:00,206.72,208.17,204.15,207.72,1131165.55
2025-08-14 07:00:00,207.73,208.19,204.8,205.79,515605.77
2025-08-14 08:00:00,205.79,205.98,202.6,203.51,660164.38
2025-08-14 09:00:00,203.51,205.71,202.7,205.5,514055.54
