timestamp,open,high,low,close,volume
2022-12-31,1199.75,1209.0,1191.88,1196.44,960542.8
2023-01-01,1196.59,1204.78,1191.0,1200.45,738343.6
2023-01-02,1200.27,1225.42,1193.0,1213.87,1499656.4
2023-01-03,1213.87,1219.9,1205.0,1214.6,1260401.0
2023-01-04,1214.61,1274.0,1212.75,1257.0,3109345.0
2023-01-05,1257.0,1260.0,1243.06,1251.28,1197856.8
2023-01-06,1251.31,1277.83,1233.56,1268.41,2161789.8
2023-01-07,1268.41,1270.63,1261.0,1263.8,636382.7
2023-01-08,1263.86,1298.0,1256.96,1290.07,1496018.6
2023-01-09,1290.08,1344.49,1284.88,1320.4,3757641.7
2023-01-10,1320.4,1348.46,1316.72,1335.16,2054519.5
2023-01-11,1335.2,1408.43,1321.0,1389.66,2526561.6
2023-01-12,1389.48,1440.92,1355.0,1415.91,4607953.5
2023-01-13,1415.99,1465.0,1401.19,1451.18,2883464.3
2023-01-14,1451.17,1647.33,1449.21,1549.73,4589692.8
2023-01-15,1549.73,1568.0,1516.0,1552.99,2190455.6
2023-01-16,1552.98,1610.0,1521.02,1576.49,3319934.2
2023-01-17,1576.48,1610.49,1538.0,1565.68,2851709.8
2023-01-18,1565.7,1610.0,1497.16,1511.32,4638649.9
2023-01-19,1511.72,1565.14,1509.94,1550.94,2029460.0
2023-01-20,1550.95,1680.0,1542.03,1658.64,3190309.0
2023-01-21,1658.76,1680.0,1612.46,1627.3,2684222.0
2023-01-22,1627.22,1665.75,1603.12,1627.78,1971986.0
2023-01-23,1627.73,1650.0,1583.07,1626.35,2048294.3
2023-01-24,1626.48,1641.88,1525.0,1556.02,2197309.9
2023-01-25,1556.02,1641.79,1510.82,1611.55,3195315.6
2023-01-26,1611.65,1633.48,1576.79,1601.08,2248117.6
2023-01-27,1601.27,1622.14,1552.0,1597.38,2194759.9
2023-01-28,1597.37,1606.65,1555.0,1572.59,1295980.0
2023-01-29,1572.59,1663.84,1567.0,1645.44,2698426.0
2023-01-30,1645.53,1648.0,1529.53,1566.16,2731946.0
2023-01-31,1566.17,1606.0,1561.51,1585.4,1834024.9
2023-02-01,1585.39,1649.0,1555.0,1641.62,2677127.1
2023-02-02,1641.73,1720.0,1625.92,1643.66,3193235.5
2023-02-03,1643.77,1676.47,1625.99,1663.55,2563843.3
2023-02-04,1663.55,1695.0,1645.5,1666.59,1586707.4
2023-02-05,1666.76,1674.55,1608.0,1629.65,2225255.9
2023-02-06,1629.61,1659.0,1605.0,1614.49,2268861.1
2023-02-07,1614.49,1678.83,1613.08,1670.14,2635496.5
