instrument_name,funding_rate,funding_time
AAVE-USDT-SWAP,0.0000949403431429,1755273600000
AAVE-USDT-SWAP,0.0000178842169764,1755302400000
AAVE-USDT-SWAP,0.0000192648417724,1755331200000
AAVE-USDT-SWAP,0.0000987053274772,1755360000000
AAVE-USDT-SWAP,0.0000640695584309,1755388800000
AAVE-USDT-SWAP,0.0000166275639114,1755417600000
AAVE-USDT-SWAP,-0.0000314993732645,1755446400000
AAVE-USDT-SWAP,0.0000463286083263,1755475200000
AAVE-USDT-SWAP,0.0001,1755504000000
AAVE-USDT-SWAP,0.0000738050883675,1755532800000
AAVE-USDT-SWAP,0.0000699267761574,1755561600000
AAVE-USDT-SWAP,0.0001,1755590400000
AAVE-USDT-SWAP,0.0000410682461278,1755619200000
AAVE-USDT-SWAP,0.0000384785635405,1755648000000
AAVE-USDT-SWAP,-0.0000276987381114,1755676800000
AAVE-USDT-SWAP,0.0000413048379734,1755705600000
AAVE-USDT-SWAP,0.0000586105943449,1755734400000
AAVE-USDT-SWAP,0.0001,1755763200000
AAVE-USDT-SWAP,0.0000533034196609,1755792000000
AAVE-USDT-SWAP,0.0000502182592107,1755820800000
AAVE-USDT-SWAP,-0.0000422867118267,1755849600000
AAVE-USDT-SWAP,0.0001,1755878400000
AAVE-USDT-SWAP,0.0001,1755907200000
AAVE-USDT-SWAP,0.0001,1755936000000
AAVE-USDT-SWAP,0.0001,1755964800000
AAVE-USDT-SWAP,0.0001,1755993600000
AAVE-USDT-SWAP,0.0001,1756022400000
AAVE-USDT-SWAP,0.0001,1756051200000
AAVE-USDT-SWAP,0.0001,1756080000000
AAVE-USDT-SWAP,0.0001,1756108800000
AAVE-USDT-SWAP,0.0001,1756137600000
AAVE-USDT-SWAP,0.0001,1756166400000
AAVE-USDT-SWAP,0.0001,1756195200000
AAVE-USDT-SWAP,0.0001,1756224000000
AAVE-USDT-SWAP,0.0001,1756252800000
AAVE-USDT-SWAP,0.0001,1756281600000
AAVE-USDT-SWAP,0.0001,1756310400000
AAVE-USDT-SWAP,0.0001,1756339200000
AAVE-USDT-SWAP,0.0001,1756368000000
AAVE-USDT-SWAP,0.0001,1756396800000
AAVE-USDT-SWAP,0.0001,1756425600000
AAVE-USDT-SWAP,0.0001,1756454400000
AAVE-USDT-SWAP,0.0000459572528355,1756483200000
AAVE-USDT-SWAP,-0.0000281733782409,1756512000000
AAVE-USDT-SWAP,-0.0000163829885192,1756540800000
AAVE-USDT-SWAP,0.0001,1756569600000
AAVE-USDT-SWAP,0.0000285668383353,1756598400000
AAVE-USDT-SWAP,0.0000838615726663,1756627200000
ACE-USDT-SWAP,0.00005,1753977600000
ACE-USDT-SWAP,0.00005,1753992000000
ACE-USDT-SWAP,0.00005,1754006400000
ACE-USDT-SWAP,0.00005,1754020800000
ACE-USDT-SWAP,0.00005,1754035200000
ACE-USDT-SWAP,0.00005,1754049600000
ACE-USDT-SWAP,0.00005,1754064000000
ACE-USDT-SWAP,0.00005,1754078400000
ACE-USDT-SWAP,0.00005,1754092800000
ACE-USDT-SWAP,0.00005,1754107200000
ACE-USDT-SWAP,0.00005,1754121600000
ACE-USDT-SWAP,0.00005,1754136000000
ACE-USDT-SWAP,0.00005,1754150400000
ACE-USDT-SWAP,0.00005,1754164800000
ACE-USDT-SWAP,0.00005,1754179200000
ACE-USDT-SWAP,0.00005,1754193600000
ACE-USDT-SWAP,0.00005,1754208000000
ACE-USDT-SWAP,0.00005,1754222400000
ACE-USDT-SWAP,0.00005,1754236800000
ACE-USDT-SWAP,0.00005,1754251200000
ACE-USDT-SWAP,0.00005,1754265600000
ACE-USDT-SWAP,0.00005,1754280000000
ACE-USDT-SWAP,0.00005,1754294400000
ACE-USDT-SWAP,0.00005,1754308800000
ACE-USDT-SWAP,0.00005,1754323200000
ACE-USDT-SWAP,0.00005,1754337600000
ACE-USDT-SWAP,0.00005,1754352000000
ACE-USDT-SWAP,0.00005,1754366400000
ACE-USDT-SWAP,0.00005,1754380800000
ACE-USDT-SWAP,0.00005,1754395200000
ACE-USDT-SWAP,0.00005,1754409600000
ACE-USDT-SWAP,0.00005,1754424000000
ACE-USDT-SWAP,0.00005,1754438400000
ACE-USDT-SWAP,0.00005,1754452800000
ACE-USDT-SWAP,0.00005,1754467200000
ACE-USDT-SWAP,0.00005,1754481600000
ACE-USDT-SWAP,0.00005,1754496000000
ACE-USDT-SWAP,0.00005,1754510400000
ACE-USDT-SWAP,0.00005,1754524800000
ACE-USDT-SWAP,0.00005,1754539200000
ACE-USDT-SWAP,0.00005,1754553600000
ACE-USDT-SWAP,0.00005,1754568000000
ACE-USDT-SWAP,0.00005,1754582400000
ACE-USDT-SWAP,0.00005,1754596800000
ACE-USDT-SWAP,0.00005,1754611200000
ACE-USDT-SWAP,0.00005,1754625600000
ACE-USDT-SWAP,0.00005,1754640000000
ACE-USDT-SWAP,0.00005,1754654400000
ACE-USDT-SWAP,0.00005,1754668800000
ACE-USDT-SWAP,0.00005,1754683200000
ACE-USDT-SWAP,0.00005,1754697600000
ACE-USDT-SWAP,0.00005,1754712000000
ACE-USDT-SWAP,0.00005,1754726400000
ACE-USDT-SWAP,0.00005,1754740800000
ACE-USDT-SWAP,0.00005,1754755200000
ACE-USDT-SWAP,0.00005,1754769600000
ACE-USDT-SWAP,0.00005,1754784000000
ACE-USDT-SWAP,0.00005,1754798400000
ACE-USDT-SWAP,0.00005,1754812800000
ACE-USDT-SWAP,0.00005,1754827200000
ACE-USDT-SWAP,0.00005,1754841600000
ACE-USDT-SWAP,0.00005,1754856000000
ACE-USDT-SWAP,0.00005,1754870400000
ACE-USDT-SWAP,0.00005,1754884800000
ACE-USDT-SWAP,0.00005,1754899200000
ACE-USDT-SWAP,0.00005,1754913600000
ACE-USDT-SWAP,0.00005,1754928000000
ACE-USDT-SWAP,0.00005,1754942400000
ACE-USDT-SWAP,0.00005,1754956800000
ACE-USDT-SWAP,0.00005,1754971200000
ACE-USDT-SWAP,0.00005,1754985600000
ACE-USDT-SWAP,0.00005,1755000000000
ACE-USDT-SWAP,0.00005,1755014400000
ACE-USDT-SWAP,0.00005,1755028800000
ACE-USDT-SWAP,0.00005,1755043200000
ACE-USDT-SWAP,0.00005,1755057600000
ACE-USDT-SWAP,0.00005,1755072000000
ACE-USDT-SWAP,0.00005,1755086400000
ACE-USDT-SWAP,0.00005,1755100800000
ACE-USDT-SWAP,0.00005,1755115200000
ACE-USDT-SWAP,0.00005,1755129600000
ACE-USDT-SWAP,0.00005,1755144000000
ACE-USDT-SWAP,0.00005,1755158400000
ACE-USDT-SWAP,0.00005,1755172800000
ACE-USDT-SWAP,0.00005,1755187200000
ACE-USDT-SWAP,0.00005,1755201600000
ACE-USDT-SWAP,0.00005,1755216000000
ACE-USDT-SWAP,0.00005,1755230400000
ACE-USDT-SWAP,0.00005,1755244800000
ACE-USDT-SWAP,0.00005,1755259200000
ACE-USDT-SWAP,0.00005,1755273600000
ACE-USDT-SWAP,0.00005,1755288000000
ACE-USDT-SWAP,0.00005,1755302400000
ACE-USDT-SWAP,0.00005,1755316800000
ACE-USDT-SWAP,0.00005,1755331200000
ACE-USDT-SWAP,0.00005,1755345600000
ACE-USDT-SWAP,0.00005,1755360000000
ACE-USDT-SWAP,0.00005,1755374400000
ACE-USDT-SWAP,0.00005,1755388800000
ACE-USDT-SWAP,0.00005,1755403200000
ACE-USDT-SWAP,0.00005,1755417600000
ACE-USDT-SWAP,0.00005,1755432000000
ACE-USDT-SWAP,0.00005,1755446400000
ACE-USDT-SWAP,0.00005,1755460800000
ACE-USDT-SWAP,0.00005,1755475200000
ACE-USDT-SWAP,0.00005,1755489600000
ACE-USDT-SWAP,0.00005,1755504000000
ACE-USDT-SWAP,0.00005,1755518400000
